id,yield
15000,4494.809561669939
15001,7001.167179349659
15002,8157.30648707414
15003,2915.553099420521
15004,6076.0275950501855
15005,7446.34395385557
15006,5151.993386171838
15007,5944.436365977701
15008,6150.03934703764
15009,8272.166191572207
15010,5954.152745345216
15011,6842.425726179925
15012,6912.545416399591
15013,5135.644003494786
15014,4816.258649987958
15015,5593.454598781705
15016,5837.611764078385
15017,5763.579284359568
15018,7508.032587530979
15019,5983.00100191682
15020,3879.3243662021587
15021,6194.31006653546
15022,5514.158919806932
15023,4027.566899624756
15024,5438.587349817273
15025,6256.239906407234
15026,6652.0899382734315
15027,7668.377534026986
15028,6784.112713524326
15029,4220.5156495018755
15030,4280.573631482739
15031,8215.96322074966
15032,5540.818761596328
15033,4667.819317404967
15034,7612.688349274602
15035,6702.709757351902
15036,6524.949556149284
15037,5886.10669268285
15038,4461.568209654683
15039,6558.468799696044
15040,6991.711550303782
15041,6338.368709385746
15042,7902.974795491295
15043,1912.1463180221845
15044,6981.7109881582965
15045,7336.367697088837
15046,6185.300331798337
15047,4081.5649868387554
15048,8160.035855767132
15049,4356.596028341438
15050,5683.100042186854
15051,5630.885057958708
15052,7182.840415970935
15053,6071.265226136811
15054,6906.588635309488
15055,8230.20163215548
15056,5396.743419472076
15057,7749.207233747293
15058,6523.922430417764
15059,7986.32160709681
15060,6076.312859725624
15061,5566.43258374961
15062,6198.994928960286
15063,4351.729086312207
15064,6189.662041234138
15065,6358.11232251969
15066,6360.031528921536
15067,5515.919381214157
15068,6229.453380777601
15069,4397.080528450422
15070,3892.6321216027027
15071,7806.153207132804
15072,8171.337060385929
15073,5886.372374156388
15074,5379.51955008629
15075,6890.006397383999
15076,6902.197763443874
15077,6013.968711563022
15078,6171.2158311018775
15079,2673.185241244845
15080,7157.696061074015
15081,4039.149992923344
15082,7175.574279585189
15083,4197.256285794577
15084,5651.18570820279
15085,4809.681564859622
15086,4588.1963541482755
15087,6649.2710861292435
15088,4277.389671286508
15089,5136.877875986213
15090,6500.03172572794
15091,5411.5673885323695
15092,2105.0985729456406
15093,5832.823733548059
15094,5634.4202745074
15095,6730.1497283980625
15096,6677.233466850541
15097,7151.253294166034
15098,5746.625004222811
15099,7183.79402746214
15100,4310.648324244319
15101,5024.490210144484
15102,5030.1722691828945
15103,6247.278098847773
15104,6086.830791125996
15105,5924.62617257971
15106,6832.619724464168
15107,4684.0435054892605
15108,8268.372529202454
15109,5467.663491427891
15110,6258.2570431421755
15111,7175.350368302596
15112,4413.699082379865
15113,5903.400526016625
15114,6851.287778483556
15115,7893.022553196746
15116,4889.230369987884
15117,7438.686678346388
15118,6067.840685791563
15119,7131.954840696364
15120,5848.024741178573
15121,5979.811767664707
15122,5828.567271364327
15123,4687.4854279677365
15124,5215.948936303413
15125,6614.615474177503
15126,5970.834872975092
15127,6686.642706860423
15128,5422.911467888016
15129,2749.452037426261
15130,6648.485652055468
15131,7555.293435556503
15132,3996.3707903094246
15133,4335.46683402589
15134,4354.658111142994
15135,6628.220739340193
15136,6798.617058802638
15137,5326.931853718479
15138,5374.641230819738
15139,4776.384915763651
15140,5673.707249002319
15141,4867.4823637675845
15142,5459.3247495119185
15143,7086.090403435941
15144,8131.68660920565
15145,6380.568534224696
15146,4266.058050472956
15147,3269.9048120295347
15148,4352.5892419618485
15149,6891.4206864925
15150,4369.279384643576
15151,6258.453688736685
15152,6344.47127348225
15153,5753.205742880802
15154,5744.465599905399
15155,5138.978153279544
15156,6911.423475881738
15157,5200.531017197426
15158,6163.261006045212
15159,5523.705143808729
15160,7098.93397193483
15161,4771.20901069424
15162,5849.499617555863
15163,6738.365902225689
15164,6734.819832913956
15165,4426.212230741487
15166,7103.818242381265
15167,7713.478930960899
15168,4805.218193103816
15169,4999.865749198378
15170,7774.144639184322
15171,6096.949110758158
15172,8086.104157179234
15173,6282.249095353487
15174,5437.0082357959
15175,5330.401006233237
15176,5270.730565588442
15177,5246.672411008069
15178,5971.18067325616
15179,7385.901895307461
15180,4971.281527885897
15181,4501.740655522099
15182,5904.461448244272
15183,6346.272071971516
15184,6154.637437537402
15185,7896.202237071388
15186,3586.568988860876
15187,4064.1291696991884
15188,7374.086533817883
15189,8290.103336519587
15190,6128.995961733552
15191,8447.021811465433
15192,5194.27070461863
15193,4077.4836377679494
15194,6131.95376661023
15195,7089.605784524529
15196,5465.929216848625
15197,4034.419036988357
15198,5939.275503337512
15199,4105.208316270208
15200,6423.7404769917175
15201,4157.746142554847
15202,5016.588340030876
15203,7481.22715287057
15204,2464.6402770356035
15205,3466.128225780645
15206,7703.9931550859965
15207,5728.132787296852
15208,5164.805667497615
15209,4394.500480817727
15210,6172.548972951674
15211,4422.784225711886
15212,6389.317277899083
15213,6655.205994107049
15214,5747.9816520452005
15215,6339.197431503999
15216,5820.933158333053
15217,7189.6313184949395
15218,5635.633678354632
15219,2828.037533205881
15220,4677.170258562735
15221,6519.727618382651
15222,3981.907978638358
15223,5048.8596685062685
15224,4039.8260584136315
15225,6133.3477699388895
15226,6305.309198711855
15227,6328.632147924278
15228,4513.0857707351815
15229,7611.180629493116
15230,6300.5466656203425
15231,5981.3543998883615
15232,7676.9261452344745
15233,4077.8185185391712
15234,6048.337783822279
15235,5903.05275788853
15236,6399.395238279414
15237,5453.591791331031
15238,6103.534743469672
15239,6175.926238282389
15240,5825.948125316258
15241,5196.497470725235
15242,4991.416173060455
15243,6277.090354580221
15244,7001.718469861908
15245,5125.208535606912
15246,7483.68293137139
15247,7361.893277979909
15248,6256.0057024284015
15249,5587.917830170596
15250,7090.139573607232
15251,3775.1201364805947
15252,4410.163313435609
15253,7474.880671921981
15254,5559.510410699391
15255,4829.82011784479
15256,7116.741762417223
15257,5177.856391752896
15258,5852.692508442351
15259,4779.495649296078
15260,5458.112779328476
15261,5941.493282272375
15262,7560.219233151127
15263,6628.718688668605
15264,7093.314333411941
15265,4770.0672120964
15266,6472.5684199913485
15267,5225.88870847627
15268,4444.466785756142
15269,4867.276156973954
15270,5623.927013452215
15271,5438.779666305563
15272,6439.121917472683
15273,5007.2834384236685
15274,6151.353561644486
15275,6561.796018625842
15276,4713.579417008402
15277,6035.279762281367
15278,7399.508912511577
15279,4352.1563978726435
15280,7602.177623025698
15281,6246.786495438875
